uid,Map_changes,Reverted_changes,restored_map_edits,nodes_Created,nodes_Modified,nodes_Deleted,Ways_Created,Ways_Modified,Ways_Deleted,Relations_Deleted,Median_length,Registered_timeStamp,average_year,efficient_year,acc,class,weekday,weekend
13244715,9,0,0,8,0,0,1,0,0,0,0,1620086400,0.333333333,0.333333333,0.932726159,1,1,0
13277098,2,0,0,1,0,0,0,1,0,0,0,1620432000,0.333333333,0.333333333,0.957084171,2,0,1
13366700,2,0,0,0,0,0,0,2,0,0,0,1621382400,0.333333333,0.333333333,0.944558215,1,1,0
13585060,1,0,0,0,0,0,0,1,0,0,0,1623974400,0.333333333,0.333333333,0.906339549,1,1,0
13637714,2,0,0,0,0,0,0,2,0,0,0,1624579200,0.333333333,0.333333333,0.906364895,1,1,0
13725219,2,0,0,0,1,0,0,1,0,0,0,1625788800,0.333333333,0.333333333,0.945643666,1,1,0
13733530,1,0,0,0,0,0,0,1,0,0,0,1625875200,0.333333333,0.333333333,0.916649534,1,0,1
13858849,5,0,0,4,0,0,1,0,0,0,0,1627862400,0.333333333,0.333333333,0.577421899,0,1,0
13878515,90,0,0,66,4,0,11,8,0,0,0,1628121600,0.5,0.5,0.839500028,1,0,1
14013999,6,0,0,5,0,0,1,0,0,0,0,1630195200,0.5,0.5,0.85987672,1,0,1
14074021,5,0,0,4,0,0,1,0,0,0,0,1631059200,0.5,0.5,0.605147285,0,1,0
14200718,5,0,0,4,0,0,1,0,0,0,0,1632873600,0.5,0.5,0.938545473,1,1,0
14357118,5,0,0,2,1,0,1,1,0,0,0,1635292800,0.5,0.5,0.900627414,1,1,0
14408124,2,0,0,1,0,0,0,1,0,0,0,1636070400,0.5,0.5,0.88226165,1,1,0
14409076,10,0,0,4,2,0,0,4,0,0,0,1636070400,0.5,0.5,0.88716052,1,1,0
14413157,8,0,0,6,0,0,1,1,0,0,0,1636156800,0.5,0.5,0.882814306,1,0,1
14496488,16,0,0,0,13,1,0,2,0,0,0,1637452800,0.5,0.5,0.837441244,1,0,1
14555130,5,0,0,4,0,0,1,0,0,0,0,1638403200,0.5,0.5,0.860764951,1,1,0
14577519,12,0,0,4,0,0,1,7,0,0,0,1638748800,0.5,0.5,0.927342047,1,1,0
14622844,18,0,0,12,3,0,3,0,0,0,0,1639353600,0.5,0.5,0.89669869,1,1,0
15132688,47,0,0,38,1,0,7,1,0,0,0,1645315200,0.5,0.5,0.875943279,1,0,1
15168899,2,0,0,0,0,0,0,2,0,0,0,1645747200,0.5,0.5,0.781981106,1,1,0
15220533,60,0,0,52,0,0,7,1,0,0,0,1646265600,0.5,0.5,0.759506182,1,1,0
15279512,78,0,0,65,0,0,12,1,0,0,0,1646870400,0.5,0.5,0.794329173,1,1,0
15298699,12,0,0,0,0,0,0,12,0,0,0,1647043200,0.5,0.5,0.945975386,1,1,0
15372566,3,1,0,0,1,0,0,2,0,0,0,1647820800,0.5,0.5,0.905154542,1,1,0
15474532,50,0,0,7,6,2,1,34,0,0,0,1648944000,0.5,0.5,0.944802798,1,0,1
15559280,5,0,0,4,0,0,1,0,0,0,0,1649721600,0.5,0.5,0.819489456,1,1,0
15632813,20,0,0,16,0,0,4,0,0,0,0,1650412800,0.5,0.5,0.9231218,1,1,0
15872949,2,0,0,0,0,0,0,2,0,0,0,1651881600,0.5,0.5,0.490050139,0,0,1
15979567,52,0,0,31,12,0,7,2,0,0,0,1652659200,0.5,0.5,0.907052471,1,1,0
16194434,1,0,0,0,0,0,0,1,0,0,0,1654300800,0.5,0.5,0.720460849,1,0,1
16404311,153,0,0,14,4,125,3,1,6,0,0,1656460800,0.5,0.5,0.770989371,1,1,0
16520421,5,0,0,0,0,0,0,5,0,0,0,1657584000,0.5,0.5,0.944279543,1,1,0
16905301,68,0,0,44,8,0,6,10,0,0,0,1661126400,1,1,0.904691975,1,1,0
16905307,45,0,0,29,4,0,7,5,0,0,0,1661126400,1,1,0.843577235,1,0,1
17265820,32,0,0,25,0,0,5,2,0,0,0,1664323200,1,1,0.671115837,0,1,0
17573466,1,0,0,0,0,0,0,1,0,0,0,1667433600,1,1,0.936797243,1,1,0
17608402,1,0,0,0,0,0,0,1,0,0,0,1667779200,1,1,0.896541267,1,1,0
17932173,9,0,0,0,0,0,0,9,0,0,0,1670544000,1,1,0.888980439,1,1,0
17999928,33,0,0,29,0,0,4,0,0,0,0,1671148800,1,1,0.932127723,1,1,0
18084553,6,0,0,5,0,0,1,0,0,0,0,1671926400,1,1,0.444848102,0,0,1
18346738,7,0,0,0,0,0,0,7,0,0,0,1674432000,1,1,0.927305319,1,0,1
18508795,96,0,0,83,0,0,13,0,0,0,0,1676592000,1,1,0.91571857,1,1,0
18539556,15,0,0,13,0,0,2,0,0,0,0,1677110400,1,1,0.653430389,0,1,0
18647539,56,0,0,45,0,0,10,1,0,0,0,1678233600,1,1,0.860555251,1,0,1
18829944,1,0,0,0,0,0,0,1,0,0,0,1680393600,1,1,0.980251046,2,0,1
19004637,9,0,0,0,6,0,0,3,0,0,0,1681862400,1,1,0.905578686,1,1,0
19150626,212,0,0,190,0,0,22,0,0,0,0,1683072000,1,1,0.8510197,1,0,1
19338118,1,0,0,0,0,0,0,1,0,0,0,1684627200,1,1,0.9549983,2,1,0
6206279,11,0,0,2,1,0,0,8,0,0,0,1498089600,0.142857143,0.142857143,0.879487459,1,1,0
6301281,5,0,0,4,0,0,1,0,0,0,0,1499731200,0.142857143,0.142857143,0.850555988,1,1,0
6406634,22,0,0,18,0,0,4,0,0,0,0,1501459200,0.142857143,0.142857143,0.954056239,2,1,0
6443482,51,0,0,0,50,0,0,1,0,0,0,1502064000,0.166666667,0.166666667,0.910198787,1,1,0
6728584,7,0,0,6,0,0,1,0,0,0,0,1506643200,0.166666667,0.166666667,0.945730002,1,1,0
6788410,14,0,0,9,0,0,2,3,0,0,0,1507766400,0.166666667,0.166666667,0.871378805,1,1,0
6853928,5,0,0,4,0,0,1,0,0,0,0,1508889600,0.166666667,0.166666667,0.963000655,2,1,0
6979758,299,0,0,284,0,0,13,2,0,0,0,1510531200,0.166666667,0.166666667,0.940709317,1,1,0
7284277,14,0,0,8,1,0,3,1,0,0,0,1513641600,0.166666667,0.166666667,0.643557304,0,1,0
7298321,45,0,0,43,0,0,2,0,0,0,0,1513728000,0.166666667,0.166666667,0.934334613,1,1,0
7358396,63,0,0,59,0,0,4,0,0,0,0,1514246400,0.166666667,0.166666667,0.933727827,1,1,0
7558924,2,0,0,1,0,0,0,1,0,0,0,1517443200,0.166666667,0.166666667,0.971339946,2,1,0
7768743,13,0,0,0,12,0,0,1,0,0,0,1520812800,0.166666667,0.166666667,0.950526439,2,1,0
7842268,23,0,0,18,1,0,1,3,0,0,0,1521331200,0.166666667,0.166666667,0.93012442,1,0,1
7889193,6,0,0,5,0,0,1,0,0,0,0,1521590400,0.166666667,0.166666667,0.845343971,1,1,0
8100074,48,0,0,12,21,12,1,1,1,0,0,1523404800,0.166666667,0.166666667,0.837551832,1,0,1
8182491,5,0,0,4,0,0,1,0,0,0,0,1524787200,0.166666667,0.166666667,0.889669377,1,1,0
8238951,28,0,0,24,0,0,4,0,0,0,0,1525737600,0.166666667,0.166666667,0.910600667,1,1,0
8243386,14,0,0,5,3,0,2,4,0,0,0,1525824000,0.166666667,0.166666667,0.932717513,1,1,0
8344176,8,0,0,7,0,0,1,0,0,0,0,1527552000,0.166666667,0.166666667,0.958847386,2,1,0
8569847,42,0,0,36,0,0,6,0,0,0,0,1531958400,0.166666667,0.166666667,0.927729625,1,1,0
8592134,181,0,0,153,0,0,28,0,0,0,0,1532390400,0.166666667,0.166666667,0.732843027,0,1,0
8665141,79,0,0,65,3,0,10,1,0,0,0,1533772800,0.2,0.2,0.832624605,1,1,0
8746019,3,0,0,0,0,0,0,3,0,0,0,1535414400,0.2,0.2,0.919669384,1,1,0
8920222,110,0,0,93,0,0,16,1,0,0,0,1538870400,0.2,0.2,0.913833569,1,1,0
8981482,42,0,0,34,0,0,6,2,0,0,0,1540080000,0.2,0.2,0.716824214,1,0,1
9086938,4,0,0,0,1,0,0,3,0,0,0,1542067200,0.2,0.2,0.956916707,2,1,0
9126335,53,0,0,8,9,30,2,1,3,0,0,1542758400,0.2,0.2,0.944927137,1,1,0
9237185,5,0,0,4,0,0,1,0,0,0,0,1544745600,0.2,0.2,0.907964544,1,0,1
9277057,7,0,0,6,0,0,1,0,0,0,0,1545523200,0.2,0.2,0.910466645,1,0,1
9337565,11,0,0,0,1,8,0,2,0,0,0,1546905600,0.2,0.2,0.95673412,2,1,0
9392535,2,0,0,0,0,0,0,2,0,0,0,1548547200,0.2,0.2,0.920115643,1,0,1
9396712,827,0,0,771,0,0,54,2,0,0,0,1548720000,0.2,0.2,0.932223361,1,1,0
9430115,17,0,0,14,1,0,1,1,0,0,0,1549756800,0.2,0.2,0.953864555,2,0,1
9431873,14,0,0,10,0,0,3,1,0,0,0,1549756800,0.2,0.2,0.943302259,1,0,1
9445236,57,0,0,42,4,0,10,1,0,0,0,1550188800,0.2,0.2,0.921311598,1,1,0
9493223,41,0,0,34,0,0,7,0,0,0,0,1551571200,0.2,0.2,0.790629772,1,1,0
9506121,1,0,0,0,0,0,0,1,0,0,0,1551916800,0.2,0.2,0.937716365,1,1,0
9531872,76,0,0,44,2,12,11,4,3,0,0,1552608000,0.2,0.2,0.820796289,1,1,0
9547339,10,0,0,9,0,0,1,0,0,0,0,1553040000,0.2,0.2,0.826017957,1,1,0
9569214,42,0,0,22,8,8,3,0,1,0,0,1553644800,0.2,0.2,0.685758842,0,1,0
9611997,25,0,0,11,10,2,1,1,0,0,0,1554768000,0.2,0.2,0.926715552,1,1,0
9651698,12,0,0,8,0,0,2,2,0,0,0,1555891200,0.2,0.2,0.851497088,1,0,1
9835915,13,0,0,4,8,0,1,0,0,0,0,1556582400,0.2,0.2,0.932265714,1,1,0
9948036,30,0,0,25,0,0,5,0,0,0,0,1557792000,0.2,0.2,0.929159109,1,1,0
9950648,3,0,0,0,0,0,0,2,0,0,0,1557792000,0.2,0.2,0.780081423,1,1,0
10097268,15,0,0,12,0,0,2,1,0,0,0,1561075200,0.2,0.2,0.926608764,1,1,0
10115032,1,0,0,0,0,0,0,1,0,0,0,1561593600,0.2,0.2,0.858238789,1,1,0
10129297,5,0,0,4,0,0,1,0,0,0,0,1562198400,0.2,0.2,0.85898292,1,1,0
10237669,14,0,0,11,0,0,2,1,0,0,0,1566259200,0.25,0.25,0.962391459,2,1,0
10242946,1,0,0,0,0,0,0,1,0,0,0,1566432000,0.25,0.25,0.655694652,0,1,0
10273522,15,0,0,12,0,0,2,1,0,0,0,1567555200,0.25,0.25,0.935682488,1,1,0
10317468,9,0,0,5,2,0,1,1,0,0,0,1569024000,0.25,0.25,0.82567334,1,0,1
10353298,400,0,0,329,0,0,71,0,0,0,0,1570147200,0.25,0.25,0.807594916,1,1,0
10356812,23,0,0,8,5,1,2,7,0,0,0,1570320000,0.25,0.25,0.88379831,1,0,1
10409464,1,0,0,0,0,0,0,1,0,0,0,1571875200,0.25,0.25,0.93577544,1,1,0
10435052,6,0,0,5,0,0,1,0,0,0,0,1572825600,0.25,0.25,0.950990713,2,1,0
10452842,306,0,0,254,0,0,52,0,0,0,0,1573344000,0.25,0.25,0.811927748,1,0,1
10488822,35,0,0,13,0,12,4,2,4,0,0,1574380800,0.25,0.25,0.745947098,1,1,0
10506906,56,0,0,47,0,0,7,2,0,0,0,1574985600,0.25,0.25,0.743606589,1,1,0
10544179,1,0,0,0,0,0,0,1,0,0,0,1575936000,0.25,0.25,0.95312199,2,1,0
10565176,13,0,0,5,6,0,1,1,0,0,0,1576540800,0.25,0.25,0.774987446,1,1,0
10584076,1,0,0,0,0,0,0,1,0,0,0,1577059200,0.25,0.25,0.925755776,1,1,0
19506228,6,0,0,5,0,0,1,0,0,0,0,1686096000,1,1,0.922674032,1,1,0
19515042,12,0,0,0,2,8,0,1,1,0,0,1686182400,1,1,0.848561671,1,1,0
19552303,3,0,0,0,0,0,0,3,0,0,0,1686528000,1,1,0.955370127,2,1,0
20039948,93,0,0,70,0,0,17,6,0,0,0,1691107200,1,1,0.811952993,1,1,0
20051661,1,0,0,0,0,0,0,1,0,0,0,1691366400,1,1,0.978928617,2,1,0
20051831,172,0,0,131,0,0,20,21,0,0,0,1691366400,1,1,0.925726809,1,0,1
20056942,1,0,0,0,0,0,0,1,0,0,0,1691539200,1,1,0.913164436,1,1,0
20125945,39,0,0,22,1,0,4,12,0,0,0,1693267200,1,1,0.849219006,1,1,0
20157445,1,0,0,0,0,0,0,1,0,0,0,1693612800,1,1,0.925188238,1,0,1
20285699,20,0,0,16,1,0,3,0,0,0,0,1695081600,1,1,0.708515053,1,1,0
20439065,11,0,0,9,1,0,1,0,0,0,0,1696896000,1,1,0.955635052,2,1,0
20497700,19,0,0,4,0,0,1,14,0,0,0,1698019200,1,1,0.931389875,1,1,0
20523451,5,0,0,4,0,0,1,0,0,0,0,1698710400,1,1,0.743021351,1,1,0
20549419,1,0,0,0,0,0,0,1,0,0,0,1699056000,1,1,0.92600651,1,0,1
20649235,10,0,0,8,0,0,2,0,0,0,0,1701648000,1,1,0.919848523,1,1,0
20707091,5,0,0,4,0,0,1,0,0,0,0,1702771200,1,1,0.816791015,1,1,0
20738306,1,0,0,0,0,0,0,1,0,0,0,1703203200,1,1,0.940509244,1,1,0
20739893,1,0,0,0,0,0,0,1,0,0,0,1703203200,1,1,0.919215214,1,0,1
10833669,14,1,0,0,3,0,0,11,0,0,0,1582761600,0.25,0.25,0.926406724,1,1,0
10847231,10,0,0,7,0,0,1,2,0,0,0,1583107200,0.25,0.25,0.825526608,1,1,0
10889346,32,0,0,21,0,0,6,4,0,0,0,1583971200,0.25,0.25,0.926882681,1,1,0
10902581,7,0,0,4,0,0,0,3,0,0,0,1584316800,0.25,0.25,0.921880361,1,1,0
10914393,27,0,0,23,0,0,3,1,0,0,0,1584576000,0.25,0.25,0.859222589,1,1,0
10930442,3,0,0,0,0,0,0,3,0,0,0,1584921600,0.25,0.25,0.94933796,1,1,0
10957825,47,0,0,35,0,0,9,3,0,0,0,1585526400,0.25,0.25,0.798861857,1,1,0
11037267,1,0,0,0,0,0,0,1,0,0,0,1586995200,0.25,0.25,0.902191114,1,1,0
11059163,58,0,0,46,1,0,10,1,0,0,0,1587427200,0.25,0.25,0.929859921,1,1,0
11133696,10,0,0,0,7,1,0,2,0,0,0,1588723200,0.25,0.25,0.835113202,1,1,0
11246344,48,0,0,15,0,21,3,1,8,0,0,1590451200,0.25,0.25,0.689508151,0,1,0
11260950,5,0,0,4,0,0,1,0,0,0,0,1590710400,0.25,0.25,0.913155718,1,1,0
11310134,91,0,0,74,0,0,15,2,0,0,0,1591488000,0.25,0.25,0.824882433,1,0,1
11364155,96,0,0,80,0,0,16,0,0,0,0,1592438400,0.25,0.25,0.927438252,1,1,0
11382361,1,0,0,0,0,0,0,1,0,0,0,1592784000,0.25,0.25,0.93607897,1,1,0
11434408,10,0,0,9,0,0,1,0,0,0,0,1593648000,0.25,0.25,0.937285837,1,1,0
11639623,39,0,0,32,0,0,7,0,0,0,0,1597190400,0.333333333,0.333333333,0.821897452,1,1,0
11937414,16,0,0,4,3,0,2,7,0,0,0,1601942400,0.333333333,0.333333333,0.794394367,1,0,1
11940652,1,0,0,0,0,0,1,0,0,0,0,1601942400,0.333333333,0.333333333,0.844806504,1,1,0
11951357,3,0,0,1,0,0,0,2,0,0,0,1602115200,0.333333333,0.333333333,0.895742394,1,1,0
11971874,67,0,0,5,56,0,1,5,0,0,0,1602460800,0.333333333,0.333333333,0.632492986,0,1,0
12041985,5,0,0,4,0,0,1,0,0,0,0,1603411200,0.333333333,0.333333333,0.935371939,1,1,0
12221314,84,0,0,64,6,0,13,1,0,0,0,1606089600,0.333333333,0.333333333,0.877493907,1,1,0
12383268,6,0,0,0,3,0,0,3,0,0,0,1608768000,0.333333333,0.333333333,0.907588244,1,1,0
12388911,6,0,0,2,0,0,1,3,0,0,0,1608940800,0.333333333,0.333333333,0.947341628,1,0,1
12429665,15,0,0,12,0,0,2,1,0,0,0,1609718400,0.333333333,0.333333333,0.414480278,0,1,0
12489823,1,0,0,0,0,0,0,1,0,0,0,1610668800,0.333333333,0.333333333,0.935754079,1,1,0
12527153,55,0,0,44,4,0,6,1,0,0,0,1611273600,0.333333333,0.333333333,0.858584825,1,1,0
12555358,4,0,0,1,0,0,1,1,0,0,0,1611705600,0.333333333,0.333333333,0.989482019,2,1,0
12569701,132,0,0,111,0,0,19,2,0,0,0,1611878400,0.333333333,0.333333333,0.808527609,1,0,1
12746601,10,0,0,8,1,0,1,0,0,0,0,1614297600,0.333333333,0.333333333,0.855235578,1,1,0
12919588,10,0,0,8,0,0,2,0,0,0,0,1616630400,0.333333333,0.333333333,0.94219239,1,1,0
12969808,64,0,0,50,3,4,5,1,1,0,0,1617148800,0.333333333,0.333333333,0.934161219,1,0,1
13153101,3,0,0,0,1,0,0,2,0,0,0,1619136000,0.333333333,0.333333333,0.922495997,1,1,0
13153427,111,0,0,97,0,0,14,0,0,0,0,1619136000,0.333333333,0.333333333,0.927003014,1,1,0
681244,5,0,0,4,0,0,1,0,0,0,0,1336953600,0.083333333,0.083333333,0.881443943,1,1,0
1729393,2,0,0,0,0,0,0,2,0,0,0,1377820800,0.1,0.1,0.962684225,2,1,0
1734635,7,0,0,5,1,0,1,0,0,0,0,1378252800,0.1,0.1,0.895344003,1,1,0
1857400,6,0,0,5,0,0,1,0,0,0,0,1388102400,0.1,0.1,0.84857035,1,1,0
1893529,7,0,0,4,0,0,1,0,0,0,0,1390176000,0.1,0.1,0.858706052,1,1,0
1966693,5,0,0,4,0,0,1,0,0,0,0,1393891200,0.1,0.1,0.946996166,1,1,0
1978817,113,0,0,95,0,0,18,0,0,0,0,1394496000,0.1,0.1,0.922134756,1,0,1
2125287,10,0,0,8,0,0,2,0,0,0,0,1402790400,0.1,0.1,0.952837435,2,0,1
2299127,7,0,0,5,0,1,1,0,0,0,0,1409356800,0.111111111,0.111111111,0.847018447,1,0,1
2381605,44,0,0,24,2,0,8,10,0,0,0,1412553600,0.111111111,0.111111111,0.900164477,1,1,0
2387583,10,0,0,8,0,0,2,0,0,0,0,1412812800,0.111111111,0.111111111,0.949364585,1,1,0
2410205,104,0,0,3,0,71,1,24,5,0,0,1413676800,0.111111111,0.111111111,0.858752228,1,0,1
2419834,5,0,0,4,0,0,1,0,0,0,0,1414022400,0.111111111,0.111111111,0.957245738,2,1,0
2489184,8,0,0,7,0,0,1,0,0,0,0,1417046400,0.111111111,0.111111111,0.816532823,1,1,0
2752590,12,0,0,11,0,0,1,0,0,0,0,1426118400,0.111111111,0.111111111,0.886391816,1,1,0
3050427,33,0,0,18,3,2,3,7,0,0,0,1436486400,0.111111111,0.111111111,0.963566555,2,1,0
3082390,26,0,0,25,0,0,1,0,0,0,0,1437523200,0.111111111,0.111111111,0.924666946,1,1,0
3129515,50,0,0,45,0,0,5,0,0,0,0,1438819200,0.125,0.125,0.799715617,1,1,0
3199275,3,0,0,2,0,0,0,1,0,0,0,1440979200,0.125,0.125,0.955212859,2,1,0
3300440,1,0,0,0,0,0,0,1,0,0,0,1444435200,0.125,0.125,0.881905598,1,0,1
3412904,8,0,0,5,1,0,1,1,0,0,0,1448409600,0.125,0.125,0.881232947,1,1,0
3579185,49,0,0,26,1,9,7,5,1,0,0,1454112000,0.125,0.125,0.815774601,1,1,0
3697944,21,0,0,16,1,0,4,0,0,0,0,1457481600,0.125,0.125,0.728335275,1,1,0
3745950,5,0,0,4,0,0,1,0,0,0,0,1458864000,0.125,0.125,0.700805342,1,1,0
3892981,4,0,0,1,0,0,1,2,0,0,0,1461888000,0.125,0.125,0.957302355,2,1,0
4053486,49,0,0,22,3,4,12,7,1,0,0,1464825600,0.125,0.125,0.654720936,0,1,0
4396347,30,0,0,22,4,0,2,2,0,0,0,1470787200,0.142857143,0.142857143,0.809157782,1,1,0
4511896,2,0,0,1,0,0,0,1,0,0,0,1472688000,0.142857143,0.142857143,0.961513127,2,1,0
4559435,3,0,0,0,0,0,0,3,0,0,0,1473552000,0.142857143,0.142857143,0.853768848,1,0,1
4574094,5,0,0,4,0,0,1,0,0,0,0,1473811200,0.142857143,0.142857143,0.955452818,2,1,0
4736378,5,0,0,4,0,0,1,0,0,0,0,1476662400,0.142857143,0.142857143,0.947368147,1,1,0
4826521,9,0,0,8,0,0,1,0,0,0,0,1478563200,0.142857143,0.142857143,0.737948445,1,1,0
4864276,28,0,0,10,4,10,2,0,2,0,0,1479513600,0.142857143,0.142857143,0.929681439,1,0,1
4981577,27,0,0,22,0,0,5,0,0,0,0,1481932800,0.142857143,0.142857143,0.926731391,1,0,1
5067406,13,0,0,11,0,0,1,1,0,0,0,1483401600,0.142857143,0.142857143,0.923176554,1,1,0
5084157,74,0,0,61,0,0,13,0,0,0,0,1483660800,0.142857143,0.142857143,0.947674104,1,1,0
5251329,1,0,0,0,0,0,0,1,0,0,0,1486080000,0.142857143,0.142857143,0.940500778,1,1,0
5501955,133,0,0,120,0,0,12,1,0,0,0,1489708800,0.142857143,0.142857143,0.926104385,1,0,1
5579171,25,0,0,24,0,0,1,0,0,0,0,1490745600,0.142857143,0.142857143,0.94572794,1,1,0
5663722,16,0,0,14,0,0,1,1,0,0,0,1492041600,0.142857143,0.142857143,0.729942455,1,1,0
5728367,7,0,0,4,2,0,1,0,0,0,0,1493078400,0.142857143,0.142857143,0.980815501,2,1,0
5758001,6,0,0,0,4,1,0,1,0,0,0,1493510400,0.142857143,0.142857143,0.940733865,1,1,0
5844118,10,0,0,0,9,0,0,1,0,0,0,1494374400,0.142857143,0.142857143,0.823939565,1,1,0
5635,3943,0,0,1824,509,568,357,590,83,0,23,1169510400,1.176470588,0.235294118,0.9549126,2,15,21
7168,185176420,507,147,171303386,3997,346997,13464162,7690,49935,0,15,1175904000,14.11764706,0.176470588,0.893786732,1,2847,1126
20587,6263631,253,4614,2488394,188492,263158,193235,2133945,17035,4275,54,1196380800,41.8125,0.25,0.909788492,1,2079,1141
47223,3215,3,0,1003,620,448,168,932,42,0,0,1214179200,1.5,0.3125,0.852620366,1,21,17
104808,67,0,0,56,3,2,6,0,0,0,50.5,1236470400,0.266666667,0.133333333,0.938821961,1,6,0
152782,48604,0,0,39898,540,7287,528,129,38,0,41.5,1249257600,0.8,0.266666667,0.965642362,2,52,0
154757,73912,41,7,21233,9829,2558,6239,33210,275,5,21,1249689600,39.35714286,1,0.899010543,1,3941,1679
597941,47338,4,4,14162,19655,8625,844,3618,295,0,29,1328054400,8.916666667,0.833333333,0.989258991,2,1004,45
641871,10062,31,2,218,3794,62,85,5755,3,0,29,1332892800,30.33333333,0.5,0.985527256,2,2358,870
726201,25925,148,1,5486,1257,4323,622,13918,292,0,11,1341964800,3.166666667,0.75,0.961370948,2,89,19
973600,447659,322,1017,235548,71916,46878,27886,59890,3758,154,16,1350086400,64.81818182,1,0.899825819,1,1270,552
1183089,29744,12,5,14980,6532,1891,3417,2643,239,12,0,1357171200,15.72727273,0.727272727,0.941771622,1,287,62
1227933,172,0,0,117,5,13,24,12,1,0,0,1360627200,0.090909091,0.090909091,0.887861767,1,4,0
1856843,14593,4,3,485,1522,77,276,12096,5,0,22,1388016000,28.9,1,0.82211783,1,1359,868
2033308,5,0,0,4,0,0,1,0,0,0,0,1397520000,0.1,0.1,0.970750345,2,0,1
2084734,3115,0,0,2399,284,38,185,193,8,0,23,1400544000,1.6,0.2,0.861787617,1,43,4
2087258,41,0,0,23,7,2,3,6,0,0,0,1400716800,0.2,0.1,0.926297041,1,5,0
2148110,193,0,0,154,1,17,16,3,2,0,0,1403740800,0.1,0.1,0.947658682,1,9,0
2148896,132,1,0,64,16,32,8,11,1,0,0,1403740800,0.4,0.3,0.919314856,1,6,0
260103,16792,1,0,683,1926,372,170,13405,69,0,26,1270598400,7.642857143,0.285714286,0.875413695,1,1099,343
267767,200,0,0,66,82,5,7,33,0,0,17,1271376000,0.357142857,0.214285714,0.93776963,1,8,1
298209,34748,16,23,7946,5833,709,2336,17220,150,18,22,1275523200,46.85714286,1,0.872094201,1,2581,1655
298472,208,0,0,152,1,0,42,13,0,0,0,1275609600,0.071428571,0.071428571,0.919645103,1,1,0
323720,34051,476,63,5879,5249,5826,1931,13109,985,35,16,1280016000,7.214285714,1,0.973250723,2,2448,895
350183,19261,116,6,4509,4154,163,639,9736,16,1,28,1285113600,19.61538462,0.923076923,0.938089418,1,2560,795
374593,288,1,0,117,30,92,19,22,8,0,1,1290556800,0.307692308,0.307692308,0.923096735,1,16,0
395485,10720,12,24,4558,2897,1411,627,1002,213,0,29,1294963200,10.69230769,0.769230769,0.930707139,1,330,98
411531,5227689,56,122,4196498,434455,151022,351115,75366,11316,60,40,1298073600,95,1,0.880305129,1,4553,1397
434542,12056,2,1,6269,3006,485,1250,664,52,0,28,1302220800,3.538461538,0.153846154,0.953834499,2,116,49
451693,4156347,81,194,0,0,0,111,4156112,0,0,15,1304899200,2.923076923,0.230769231,0.896195164,1,7726,3462
474873,37059,4,2,1009,3267,152,215,32289,22,0,25,1308614400,38.38461538,0.769230769,0.86857312,1,3507,1792
479232,7760,15,2,556,392,346,201,6113,54,0,26,1309305600,3.230769231,0.692307692,0.923281746,1,122,145
2223971,16104,0,1,10889,1444,889,1815,957,99,2,0,1406678400,6.3,0.5,0.906372285,1,344,86
2238844,6496,7,0,5091,145,151,627,460,19,0,3,1407283200,2,0.444444444,0.826372477,1,256,33
2278988,1269,0,0,1003,16,4,186,59,1,0,0,1408579200,1,0.333333333,0.917870604,1,15,3
2411181,68,0,0,50,7,0,7,4,0,0,5,1413676800,0.333333333,0.333333333,0.921241958,1,3,15
2505047,669,0,0,329,213,37,58,30,1,0,0,1417737600,0.222222222,0.222222222,0.955992297,2,13,9
2580616,19578,1,3,6312,9272,756,280,2603,62,0,31,1421366400,15.55555556,0.333333333,0.961702383,2,688,206
2775121,47936,5,1,30153,12519,1319,2731,1045,121,2,41,1426982400,6.777777778,0.777777778,0.972262293,2,147,52
2802551,42470,29,35,25404,4703,2084,3597,6278,282,6,16,1427932800,12.44444444,0.444444444,0.970668389,2,761,2
3139411,6133,6,9,1208,1350,673,391,2288,179,1,49,1439164800,35.75,0.75,0.976100857,2,685,247
3152728,12,0,0,7,4,0,1,0,0,0,0,1439683200,0.125,0.125,0.788236622,1,0,3
3336891,82,0,0,49,15,2,7,9,0,0,0,1445817600,0.25,0.125,0.773282503,1,9,0
3350641,3835,1,0,1910,917,542,132,270,60,0,24,1446249600,2.625,0.5,0.84208956,1,50,13
3356625,1030,2,0,751,53,5,142,79,0,0,5,1446508800,3.625,0.5,0.875474813,1,56,2
3614011,673542,141,356,304676,189528,44490,33356,63611,5294,139,6,1455062400,174.625,0.875,0.866632715,1,14238,6534
3718368,191,1,1,146,6,4,22,12,1,0,2,1458086400,0.625,0.125,0.949156891,1,12,0
3800648,6,0,0,4,0,0,1,1,0,0,0,1460160000,0.125,0.125,0.900619743,1,2,0
4221059,151,0,0,48,3,8,20,45,8,0,8,1467849600,0.375,0.125,0.801304344,1,8,1
4274547,10150,0,2,7567,600,294,1129,506,54,0,5,1468713600,2.875,0.5,0.94754571,1,21,8
4349815,199,0,0,160,0,0,38,1,0,0,0,1470009600,0.125,0.125,0.843481831,1,0,1
4351249,461915,221,8,343449,41892,40774,21749,9986,3637,14,10,1470009600,32.75,1,0.932110091,1,829,375
4828951,12,0,0,7,1,1,1,2,0,0,0,1478649600,0.142857143,0.142857143,0.960666769,2,2,0
4862309,1,0,0,0,0,0,0,1,0,0,0,1479427200,0.142857143,0.142857143,0.945140184,1,1,0
